,Name,Ground,Mat,Inns,NO,100s,50s,Ducks,4s,6s,HS,Runs,Avg,S/R,Ca,St,Batting_Score
282,Anureet Singh,Sawai Mansingh Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
285,Anureet Singh,Wankhede Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
286,Kotarangada Appanna,Arun Jaitley Stadium ,1,1,1,0,0,0,0,0,1*,1,0.0,50.0,0,0,0.0
287,Kotarangada Appanna,Eden Gardens ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
289,Kotarangada Appanna,M Chinnaswamy Stadium ,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
291,Kotarangada Appanna,Sawai Mansingh Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
295,Sreenath Aravind,Arun Jaitley Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
296,Sreenath Aravind,Eden Gardens ,3,1,1,0,0,0,1,0,5*,5,0.0,125.0,0,0,0.0
297,Sreenath Aravind,Himachal Pradesh Cricket Association Stadium ,1,1,1,0,0,0,2,0,11*,11,0.0,220.0,0,0,0.0
299,Sreenath Aravind,M Chinnaswamy Stadium ,19,5,3,0,0,0,3,0,14*,33,16.5,89.19,5,0,0.051895155706435055
300,Sreenath Aravind,MA Chidambaram Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
302,Sreenath Aravind,Punjab Cricket Association IS Bindra Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
303,Sreenath Aravind,Rajiv Gandhi International Stadium ,2,2,1,0,0,1,0,0,2*,2,2.0,40.0,0,0,0.0008788898309344876
305,Sreenath Aravind,Sawai Mansingh Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
307,Sreenath Aravind,Wankhede Stadium ,3,1,0,0,0,1,0,0,0,0,0.0,0.0,1,0,0.0
308,Jofra Archer,Arun Jaitley Stadium ,2,1,1,0,0,0,0,0,0*,0,0.0,0.0,0,0,0.0
309,Jofra Archer,Barsapara Cricket Stadium ,2,2,0,0,0,1,0,2,16,16,8.0,177.78,0,0,0.04029509346450513
310,Jofra Archer,Dubai International Cricket Stadium ,6,5,1,0,0,0,1,2,16*,31,7.75,114.81,3,0,0.030837338272533838
311,Jofra Archer,Eden Gardens ,4,3,1,0,0,0,4,2,27*,45,22.5,180.0,1,0,0.15505997655780834
313,Jofra Archer,M Chinnaswamy Stadium ,2,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
314,Jofra Archer,MA Chidambaram Stadium ,2,2,2,0,0,0,1,2,24*,27,0.0,207.69,1,0,0.0
315,Jofra Archer,Maharaja Yadavindra Singh International Cricket St ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
316,Jofra Archer,Narendra Modi Stadium ,1,1,0,0,0,0,0,0,4,4,4.0,100.0,0,0,0.006437751649736401
317,Jofra Archer,Punjab Cricket Association IS Bindra Stadium ,2,1,0,0,0,0,0,0,1,1,1.0,33.33,2,0,0.00023102595528062974
318,Jofra Archer,Rajiv Gandhi International Stadium ,2,1,1,0,0,0,0,0,1*,0,0.0,1.0,1,0,0.0
319,Jofra Archer,Sawai Mansingh Stadium ,15,8,3,0,0,2,4,2,30,54,10.8,96.43,0,0,0.04173413101761246
320,Jofra Archer,Sharjah Cricket Stadium ,3,3,2,0,0,0,0,6,27*,42,42.0,280.0,1,0,0.4423171336055629
321,Jofra Archer,Sheikh Zayed Stadium ,5,2,1,0,0,0,4,2,24,40,40.0,190.48,1,0,0.2829444829063346
322,Jofra Archer,Wankhede Stadium ,4,1,1,0,0,0,0,0,1*,0,0.0,1.0,1,0,0.0
323,Vaibhav Arora,Arun Jaitley Stadium ,2,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
324,Vaibhav Arora,Barsapara Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
326,Vaibhav Arora,BRSABV Ekana Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
328,Vaibhav Arora,Dr YS Rajasekhara Reddy Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
329,Vaibhav Arora,Eden Gardens ,13,1,1,0,0,0,0,0,1*,0,0.0,1.0,4,0,0.0
330,Vaibhav Arora,M Chinnaswamy Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
331,Vaibhav Arora,MA Chidambaram Stadium ,4,1,1,0,0,0,0,0,1*,0,0.0,1.0,3,0,0.0
332,Vaibhav Arora,Maharaja Yadavindra Singh International Cricket St ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
334,Vaibhav Arora,Narendra Modi Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
335,Vaibhav Arora,Rajiv Gandhi International Stadium ,1,1,1,0,0,0,0,0,2*,2,0.0,200.0,1,0,0.0
336,Vaibhav Arora,Wankhede Stadium ,1,1,1,0,0,0,0,0,0*,0,0.0,0.0,0,0,0.0
337,Arshad Khan,Arun Jaitley Stadium ,3,1,1,0,1,0,3,5,58*,58,0.0,175.76,1,0,0.0
338,Arshad Khan,BRSABV Ekana Cricket Stadium ,2,1,1,0,0,0,2,0,20*,20,0.0,125.0,1,0,0.0
339,Arshad Khan,Eden Gardens ,1,1,0,0,0,0,1,0,5,5,5.0,125.0,0,0,0.011198496682675344
340,Arshad Khan,M Chinnaswamy Stadium ,2,1,1,0,0,0,0,1,15*,15,0.0,166.67,0,0,0.0
341,Arshad Khan,MA Chidambaram Stadium ,1,1,0,0,0,0,0,0,1,1,1.0,50.0,0,0,0.00034657359027997266
342,Arshad Khan,Narendra Modi Stadium ,5,4,2,0,0,0,0,3,20,22,11.0,122.22,4,0,0.04215421133779468
343,Arshad Khan,Punjab Cricket Association IS Bindra Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
344,Arshad Khan,Wankhede Stadium ,4,3,1,0,0,1,0,0,2,3,1.5,50.0,1,0,0.001039720770839918
345,Arshdeep Singh,Arun Jaitley Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
346,Arshdeep Singh,Barsapara Cricket Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
348,Arshdeep Singh,BRSABV Ekana Cricket Stadium ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
350,Arshdeep Singh,Dubai International Cricket Stadium ,7,1,0,0,0,1,0,0,0,0,0.0,0.0,4,0,0.0
351,Arshdeep Singh,Eden Gardens ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
352,Arshdeep Singh,Himachal Pradesh Cricket Association Stadium ,5,1,0,0,0,0,1,0,4,4,4.0,0.0,1,0,0.0
353,Arshdeep Singh,M Chinnaswamy Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
354,Arshdeep Singh,MA Chidambaram Stadium ,5,1,1,0,0,0,0,0,1*,0,0.0,1.0,0,0,0.0
355,Arshdeep Singh,Maharaja Yadavindra Singh International Cricket St ,10,2,1,0,0,0,0,0,1*,2,2.0,0.0,0,0,0.0
357,Arshdeep Singh,Narendra Modi Stadium ,5,1,1,0,0,0,0,0,1*,0,0.0,1.0,1,0,0.0
358,Arshdeep Singh,Punjab Cricket Association IS Bindra Stadium ,7,2,2,0,0,0,0,0,2*,0,0.0,2.0,1,0,0.0
359,Arshdeep Singh,Rajiv Gandhi International Stadium ,4,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
360,Arshdeep Singh,Sawai Mansingh Stadium ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0.0
361,Arshdeep Singh,Sharjah Cricket Stadium ,4,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
362,Arshdeep Singh,Sheikh Zayed Stadium ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
363,Arshdeep Singh,Wankhede Stadium ,8,1,0,0,0,1,0,0,0,0,0.0,0.0,1,0,0.0
364,Arshin Kulkarni,BRSABV Ekana Cricket Stadium ,2,2,0,0,0,1,2,0,9,9,4.5,112.5,0,0,0.011656837033282356
365,Arun Karthik,Himachal Pradesh Cricket Association Stadium ,1,1,0,0,0,0,1,0,6,6,6.0,100.0,0,0,0.01167546089433188
366,Arun Karthik,M Chinnaswamy Stadium ,8,3,1,0,0,0,3,0,19*,25,12.5,96.15,4,2,0.03915824776634569
367,Arun Karthik,MA Chidambaram Stadium ,1,1,1,0,0,0,0,0,5*,5,0.0,100.0,2,0,0.0
369,Arun Karthik,Narendra Modi Stadium ,1,1,1,0,0,0,0,0,3*,3,0.0,60.0,0,0,0.0
370,Arun Karthik,Punjab Cricket Association IS Bindra Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
371,Arun Karthik,Rajiv Gandhi International Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,2,0,0.0
372,Arun Karthik,Sawai Mansingh Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
373,Arun Karthik,Wankhede Stadium ,1,1,0,0,0,0,0,1,12,12,12.0,150.0,0,0,0.046169088434307656
374,Jagadeesh Arunkumar,Eden Gardens ,1,1,0,0,0,0,5,0,22,22,22.0,129.41,0,0,0.08926814742634608
375,Jagadeesh Arunkumar,Punjab Cricket Association IS Bindra Stadium ,1,1,0,0,0,0,0,0,1,1,1.0,33.33,0,0,0.00023102595528062974
376,Jagadeesh Arunkumar,Sawai Mansingh Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
377,Priyansh Arya,BRSABV Ekana Cricket Stadium ,1,1,0,0,0,0,1,0,8,8,8.0,88.89,1,0,0.015624903414353325
378,Priyansh Arya,Eden Gardens ,1,1,0,0,1,0,8,4,69,69,69.0,197.14,0,0,0.5779083628921513
379,Priyansh Arya,Himachal Pradesh Cricket Association Stadium ,1,1,0,0,0,0,0,0,1,1,1.0,25.0,0,0,0.00017328679513998633
380,Priyansh Arya,M Chinnaswamy Stadium ,1,1,0,0,0,0,1,1,16,16,16.0,145.45,1,0,0.06593454094287625
381,Priyansh Arya,MA Chidambaram Stadium ,1,1,0,0,0,0,5,0,23,23,23.0,153.33,1,0,0.11207692857566763
382,Priyansh Arya,Maharaja Yadavindra Singh International Cricket St ,5,5,0,1,0,1,14,11,103,154,30.8,205.33,0,0,0.31895447561116497
383,Priyansh Arya,Narendra Modi Stadium ,3,3,0,0,0,0,13,3,47,91,30.33,175.0,3,0,0.24000523319832046
384,Priyansh Arya,Rajiv Gandhi International Stadium ,1,1,0,0,0,0,2,4,36,36,36.0,276.92,0,0,0.35997673981299794
385,Priyansh Arya,Sawai Mansingh Stadium ,3,3,0,0,1,0,11,2,62,77,25.67,150.98,2,0,0.1688510731843777
386,Ashish Reddy,Arun Jaitley Stadium ,1,1,0,0,0,0,2,0,16,16,16.0,177.78,1,0,0.08059018692901027
388,Ashish Reddy,Dr YS Rajasekhara Reddy Cricket Stadium ,2,2,1,0,0,0,1,2,15,28,28.0,164.71,0,0,0.1552956429239802
389,Ashish Reddy,Eden Gardens ,1,1,0,0,0,0,0,0,4,4,4.0,80.0,0,0,0.005150201319789121
390,Ashish Reddy,M Chinnaswamy Stadium ,4,2,0,0,0,0,2,3,32,35,17.5,159.09,1,0,0.09976785488582195
391,Ashish Reddy,MA Chidambaram Stadium ,2,2,1,0,0,0,2,3,36*,39,39.0,205.26,1,0,0.2952999647330563
393,Ashish Reddy,Punjab Cricket Association IS Bindra Stadium ,1,1,1,0,0,0,1,2,22*,22,0.0,275.0,0,0,0.0
394,Ashish Reddy,Rajiv Gandhi International Stadium ,15,11,4,0,0,0,7,3,17,93,13.29,120.78,4,0,0.07292743221136169
395,Ashish Reddy,Sawai Mansingh Stadium ,1,1,0,0,0,0,1,0,14,14,14.0,127.27,0,0,0.048251496873198955
396,Ashish Reddy,Wankhede Stadium ,1,1,0,0,0,0,0,1,10,10,10.0,100.0,0,0,0.023978952727983706
397,Ashutosh Sharma,Arun Jaitley Stadium ,5,4,1,0,0,0,4,1,17,41,13.67,120.59,0,0,0.061614186686043786
398,Ashutosh Sharma,Barsapara Cricket Stadium ,1,1,1,0,0,0,1,1,17*,17,0.0,154.55,0,0,0.0
399,Ashutosh Sharma,BRSABV Ekana Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
400,Ashutosh Sharma,Dr YS Rajasekhara Reddy Cricket Stadium ,1,1,1,0,1,0,5,5,66*,66,0.0,212.9,0,0,0.0
401,Ashutosh Sharma,Eden Gardens ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
402,Ashutosh Sharma,Himachal Pradesh Cricket Association Stadium ,2,2,0,0,0,0,0,1,8,11,5.5,73.33,0,0,0.010022001254592473
403,Ashutosh Sharma,M Chinnaswamy Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0.0
404,Ashutosh Sharma,MA Chidambaram Stadium ,2,1,0,0,0,0,0,0,1,1,1.0,0.0,0,0,0.0
405,Ashutosh Sharma,Maharaja Yadavindra Singh International Cricket St ,4,4,1,0,1,0,6,12,61,128,42.67,191.04,1,0,0.3961562002898726
406,Ashutosh Sharma,Narendra Modi Stadium ,2,2,0,0,0,0,5,4,37,68,34.0,188.89,0,0,0.27192532840214795
407,Ashutosh Sharma,Rajiv Gandhi International Stadium ,2,2,0,0,0,0,2,3,41,43,21.5,148.28,0,0,0.12064072236724094
408,Ashutosh Sharma,Sawai Mansingh Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
409,Ashutosh Sharma,Wankhede Stadium ,1,1,0,0,0,0,1,1,18,18,18.0,112.5,0,0,0.05962488932812041
410,Murugan Ashwin,Arun Jaitley Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
411,Murugan Ashwin,Barsapara Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
414,Murugan Ashwin,Dubai International Cricket Stadium ,4,1,0,0,0,0,0,0,4,4,4.0,100.0,3,0,0.006437751649736401
415,Murugan Ashwin,Eden Gardens ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
416,Murugan Ashwin,M Chinnaswamy Stadium ,2,1,1,0,0,0,0,0,1*,1,0.0,50.0,0,0,0.0
417,Murugan Ashwin,MA Chidambaram Stadium ,2,1,0,0,0,0,1,0,9,9,9.0,90.0,0,0,0.018650939253251772
419,Murugan Ashwin,Punjab Cricket Association IS Bindra Stadium ,7,1,0,0,0,0,0,0,1,1,1.0,0.0,2,0,0.0
420,Murugan Ashwin,Rajiv Gandhi International Stadium ,2,1,1,0,0,0,0,0,1*,0,0.0,1.0,1,0,0.0
422,Murugan Ashwin,Sawai Mansingh Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
423,Murugan Ashwin,Sharjah Cricket Stadium ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
424,Murugan Ashwin,Sheikh Zayed Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
425,Murugan Ashwin,Wankhede Stadium ,3,1,0,0,0,0,0,0,6,6,6.0,42.86,0,0,0.005004102539310643
426,Ravichandran Ashwin,Arun Jaitley Stadium ,10,5,0,0,0,0,4,1,16,45,9.0,121.62,3,0,0.04190754299769033
428,Ravichandran Ashwin,Barsapara Cricket Stadium ,5,2,0,0,0,1,3,1,28,28,14.0,121.74,2,0,0.05739084320795747
430,Ravichandran Ashwin,BRSABV Ekana Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
432,Ravichandran Ashwin,Dr YS Rajasekhara Reddy Cricket Stadium ,4,2,1,0,0,0,3,0,29,30,30.0,115.38,1,0,0.11886403309604884
433,Ravichandran Ashwin,Dubai International Cricket Stadium ,14,6,2,0,0,0,2,1,12,34,8.5,94.44,6,0,0.02854020102880012
434,Ravichandran Ashwin,Eden Gardens ,14,7,2,0,0,0,4,0,11,40,8.0,68.97,4,0,0.02049000523524769
435,Ravichandran Ashwin,Himachal Pradesh Cricket Association Stadium ,2,1,1,0,0,0,0,0,0*,0,0.0,0.0,0,0,0.0
439,Ravichandran Ashwin,M Chinnaswamy Stadium ,11,7,2,0,0,0,7,3,33,79,15.8,154.9,2,0,0.10724659626233551
440,Ravichandran Ashwin,MA Chidambaram Stadium ,47,14,5,0,0,2,8,2,30,95,10.56,105.56,11,0,0.05087941004164601
441,Ravichandran Ashwin,Maharaja Yadavindra Singh International Cricket St ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
443,Ravichandran Ashwin,Narendra Modi Stadium ,5,3,1,0,0,0,1,1,10,16,8.0,133.33,2,0,0.030220186813041228
446,Ravichandran Ashwin,Punjab Cricket Association IS Bindra Stadium ,14,5,2,0,0,1,1,3,17*,35,11.67,145.83,3,0,0.06098561894498287
447,Ravichandran Ashwin,Rajiv Gandhi International Stadium ,6,4,2,0,0,1,0,0,4,7,3.5,63.64,1,0,0.0046317480899376665
449,Ravichandran Ashwin,Sawai Mansingh Stadium ,15,6,2,0,0,2,0,3,29,35,8.75,116.67,4,0,0.03658280102309651
451,Ravichandran Ashwin,Sharjah Cricket Stadium ,7,3,2,0,0,0,1,1,20*,29,29.0,96.67,0,0,0.09535018775673136
452,Ravichandran Ashwin,Sheikh Zayed Stadium ,7,3,2,0,0,0,2,0,14*,21,21.0,105.0,0,0,0.06815748609655087
454,Ravichandran Ashwin,Wankhede Stadium ,22,11,3,0,0,2,5,3,28,100,12.5,114.94,5,0,0.0663077440257168
455,K M Asif,Barsapara Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
456,K M Asif,Eden Gardens ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
458,K M Asif,Rajiv Gandhi International Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
459,K M Asif,Sawai Mansingh Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
460,K M Asif,Sheikh Zayed Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
466,Swapnil Asnodkar,Eden Gardens ,1,1,0,0,0,0,1,0,5,5,5.0,166.67,2,0,0.014931627536811995
468,Swapnil Asnodkar,MA Chidambaram Stadium ,1,1,0,0,0,0,5,2,41,41,41.0,151.85,0,0,0.2327017039298951
470,Swapnil Asnodkar,Punjab Cricket Association IS Bindra Stadium ,1,1,0,0,0,0,1,0,9,9,9.0,100.0,0,0,0.020723265836946413
471,Swapnil Asnodkar,Sawai Mansingh Stadium ,4,4,0,0,2,0,24,2,60,159,39.75,126.19,0,0,0.25457338303838173
474,Swapnil Asnodkar,Wankhede Stadium ,1,1,0,0,0,0,6,1,39,39,39.0,185.71,1,0,0.26717410333516467
475,Avesh Khan,Arun Jaitley Stadium ,6,1,1,0,0,0,1,0,7*,0,0.0,7.0,3,0,0.0
476,Avesh Khan,Barsapara Cricket Stadium ,2,1,1,0,0,0,0,0,3*,3,0.0,150.0,0,0,0.0
478,Avesh Khan,BRSABV Ekana Cricket Stadium ,11,2,2,0,0,0,0,0,2*,0,0.0,2.0,2,0,0.0
480,Avesh Khan,Dubai International Cricket Stadium ,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
481,Avesh Khan,Eden Gardens ,3,1,1,0,0,0,0,0,0*,0,0.0,0.0,1,0,0.0
482,Avesh Khan,Himachal Pradesh Cricket Association Stadium ,1,1,1,0,0,0,3,1,19*,19,0.0,190.0,0,0,0.0
483,Avesh Khan,M Chinnaswamy Stadium ,1,1,1,0,0,0,0,0,0*,0,0.0,0.0,0,0,0.0
484,Avesh Khan,MA Chidambaram Stadium ,5,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
485,Avesh Khan,Maharaja Yadavindra Singh International Cricket St ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
487,Avesh Khan,Narendra Modi Stadium ,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
488,Avesh Khan,Punjab Cricket Association IS Bindra Stadium ,2,1,1,0,0,0,1,0,4*,4,0.0,133.33,1,0,0.0
489,Avesh Khan,Rajiv Gandhi International Stadium ,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
490,Avesh Khan,Sawai Mansingh Stadium ,7,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0.0
491,Avesh Khan,Sharjah Cricket Stadium ,3,1,0,0,0,0,1,0,5,5,5.0,166.67,0,0,0.014931627536811995
492,Avesh Khan,Sheikh Zayed Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
493,Avesh Khan,Wankhede Stadium ,7,2,1,0,0,1,0,1,7*,7,7.0,0.0,0,0,0.0
494,Parvinder Awana,Arun Jaitley Stadium ,2,1,1,0,0,0,0,0,4*,4,0.0,80.0,1,0,0.0
496,Parvinder Awana,Eden Gardens ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
497,Parvinder Awana,Himachal Pradesh Cricket Association Stadium ,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
498,Parvinder Awana,M Chinnaswamy Stadium ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
499,Parvinder Awana,MA Chidambaram Stadium ,2,1,1,0,0,0,0,0,0*,0,0.0,0.0,0,0,0.0
501,Parvinder Awana,Punjab Cricket Association IS Bindra Stadium ,12,3,2,0,0,1,0,0,1*,1,1.0,0.0,2,0,0.0
502,Parvinder Awana,Rajiv Gandhi International Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
503,Parvinder Awana,Sawai Mansingh Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
504,Parvinder Awana,Sharjah Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
505,Parvinder Awana,Sheikh Zayed Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
506,Parvinder Awana,Wankhede Stadium ,3,1,1,0,0,0,0,0,0*,0,0.0,0.0,0,0,0.0
507,Ayush Mhatre,Arun Jaitley Stadium ,1,1,0,0,0,0,8,1,43,43,43.0,215.0,0,0,0.34984833165574325
508,Ayush Mhatre,Eden Gardens ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,1,0,0.0
509,Ayush Mhatre,M Chinnaswamy Stadium ,1,1,0,0,1,0,9,5,94,94,94.0,195.83,0,0,0.8382785689812059
510,Ayush Mhatre,MA Chidambaram Stadium ,2,2,0,0,0,0,7,0,30,37,18.5,148.0,1,0,0.09959710905330843
511,Ayush Mhatre,Narendra Modi Stadium ,1,1,0,0,0,0,3,3,34,34,34.0,200.0,1,0,0.24176366818128012
512,Ayush Mhatre,Wankhede Stadium ,1,1,0,0,0,0,4,2,32,32,32.0,213.33,1,0,0.2386911865880462
513,Azhar Mahmood,Arun Jaitley Stadium ,1,1,0,0,0,0,1,0,9,9,9.0,128.57,1,0,0.026643902886562
515,Azhar Mahmood,Eden Gardens ,1,1,0,0,0,0,0,0,2,2,2.0,28.57,0,0,0.0006277470617449578
516,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium ,4,4,1,0,1,0,15,5,80,134,44.67,131.37,1,0,0.287856136812332
517,Azhar Mahmood,M Chinnaswamy Stadium ,2,2,0,0,1,0,8,1,61,63,31.5,140.0,0,0,0.18340674397616152
518,Azhar Mahmood,MA Chidambaram Stadium ,1,1,0,0,0,0,0,2,18,18,18.0,150.0,1,0,0.0794998524374939
520,Azhar Mahmood,Punjab Cricket Association IS Bindra Stadium ,7,6,1,0,0,2,7,4,33*,96,19.2,137.14,3,0,0.12045616580965514
521,Azhar Mahmood,Rajiv Gandhi International Stadium ,2,2,0,0,0,0,3,0,14,18,9.0,138.46,2,0,0.03669183189498468
522,Azhar Mahmood,Sawai Mansingh Stadium ,1,1,0,0,0,0,3,0,23,23,23.0,115.0,0,0,0.08405952381270318
523,Azhar Mahmood,Wankhede Stadium ,2,2,0,0,0,0,1,1,10,19,9.5,95.0,0,0,0.027036483768824768
524,Azmatullah Omarzai,Arun Jaitley Stadium ,1,1,0,0,0,0,0,0,1,1,1.0,50.0,0,0,0.00034657359027997266
525,Azmatullah Omarzai,Eden Gardens ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
526,Azmatullah Omarzai,Himachal Pradesh Cricket Association Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
527,Azmatullah Omarzai,MA Chidambaram Stadium ,2,1,0,0,0,0,1,0,11,11,11.0,110.0,0,0,0.030067370462434805
528,Azmatullah Omarzai,Maharaja Yadavindra Singh International Cricket St ,2,2,0,0,0,0,1,2,18,31,15.5,140.91,0,0,0.07569531113984397
529,Azmatullah Omarzai,Narendra Modi Stadium ,7,3,0,0,0,0,3,2,17,34,11.33,121.43,1,0,0.04891454618158453
530,Azmatullah Omarzai,Sawai Mansingh Stadium ,2,2,1,0,0,0,3,1,21*,22,22.0,183.33,0,0,0.12646263401338403
531,Ayush Badoni,Arun Jaitley Stadium ,1,1,0,0,0,0,0,0,6,6,6.0,66.67,0,0,0.007784029778251064
533,Ayush Badoni,BRSABV Ekana Cricket Stadium ,21,17,5,0,2,0,27,14,59*,376,31.33,141.89,4,0,0.2637128402804045
535,Ayush Badoni,Dr YS Rajasekhara Reddy Cricket Stadium ,1,1,0,0,0,0,0,0,4,4,4.0,80.0,1,0,0.005150201319789121
536,Ayush Badoni,Eden Gardens ,3,2,0,0,0,0,4,2,29,54,27.0,112.5,0,0,0.12172274550143632
537,Ayush Badoni,Himachal Pradesh Cricket Association Stadium ,1,1,0,0,1,0,5,5,74,74,74.0,185.0,0,0,0.5910641227431208
538,Ayush Badoni,M Chinnaswamy Stadium ,2,2,0,0,0,1,4,0,30,30,15.0,111.11,0,0,0.057232547743551694
539,Ayush Badoni,MA Chidambaram Stadium ,3,2,0,0,0,0,0,0,23,24,12.0,96.0,1,0,0.03708144950248167
541,Ayush Badoni,Narendra Modi Stadium ,2,1,0,0,0,0,1,2,21,21,21.0,190.91,0,0,0.1239232921018336
542,Ayush Badoni,Punjab Cricket Association IS Bindra Stadium ,1,1,0,0,0,0,3,3,43,43,43.0,179.17,1,0,0.29154570038492794
543,Ayush Badoni,Rajiv Gandhi International Stadium ,3,2,1,0,1,0,10,0,55*,61,61.0,169.44,1,0,0.42657400662324463
544,Ayush Badoni,Sawai Mansingh Stadium ,3,3,0,0,1,0,5,1,50,52,17.33,120.93,0,0,0.08320607861164521
545,Ayush Badoni,Wankhede Stadium ,6,5,1,0,1,0,7,8,54,130,32.5,142.86,2,0,0.2263529741175679
546,Samuel Badree,Arun Jaitley Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
547,Samuel Badree,Eden Gardens ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,1,0,0.0
549,Samuel Badree,M Chinnaswamy Stadium ,6,3,0,0,0,1,0,0,8,11,3.67,84.62,1,0,0.007717011785875724
551,Samuel Badree,Wankhede Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
552,Subramaniam Badrinath,Arun Jaitley Stadium ,5,3,1,0,0,0,5,0,15,37,18.5,102.78,0,0,0.06916615451688542
